Taxon,pk_freq,F_Hz,log10Hz,min_freq,body_mass,log10mass,ln_mass,family,fam,order,phyloname,phyloname2,Species,Dichr,SongRepSize,MinLat,climPC1,climPC2,newVeg
Charadrius_veredus,3.27,3270,3.514547753,1.98,95,1.977723605,4.553876892,Charadriidae,Plovers and lapwings,Charadriiformes,Charadrius_veredus,Charadrius veredus,veredus,3,,42.228634,2.261421849,5.374519615,Non-forest
Charadrius_vociferus,4.35,4350,3.638489257,1.46,92.1,1.96425963,4.522874943,Charadriidae,Plovers and lapwings,Charadriiformes,Charadrius_vociferus,Charadrius vociferus,vociferus,2,,-18.69406539,-1.702464598,-0.099005075,Non-forest
Charadrius_wilsonia,4.65,4650,3.667452953,1.98,55.1,1.741151599,4.009149716,Charadriidae,Plovers and lapwings,Charadriiformes,Charadrius_wilsonia,Charadrius wilsonia,wilsonia,3,,-11.61274031,-0.112869633,-0.164773103,Non-forest
Vanellus_indicus,2.54,2540,3.404833717,1.2,181,2.257678575,5.198497031,Charadriidae,Plovers and lapwings,Charadriiformes,Vanellus_indicus,Vanellus indicus,indicus,0,,3.847391056,-1.087200708,-0.260096712,Non-forest
Vanellus_miles,2.75,2750,3.439332694,0.77,387,2.587710965,5.958424693,Charadriidae,Plovers and lapwings,Charadriiformes,Vanellus_miles,Vanellus miles,miles,0,,-47.1505268,-2.061710993,-0.097600047,Non-forest
Vanellus_spinosus,2.92,2920,3.465382851,1.24,192,2.283301229,5.257495372,Charadriidae,Plovers and lapwings,Charadriiformes,Vanellus_spinosus,Vanellus spinosus,spinosus,0,,-6.428142192,-1.953332642,0.769148975,Non-forest
Vanellus_tricolor,2.75,2750,3.439332694,0.94,184,2.264817823,5.214935758,Charadriidae,Plovers and lapwings,Charadriiformes,Vanellus_tricolor,Vanellus tricolor,tricolor,0,,-43.64397419,-1.801066291,0.710906452,Non-forest
Vanellus_vanellus,1.85,1850,3.267171728,0.53,211,2.324282455,5.351858133,Charadriidae,Plovers and lapwings,Charadriiformes,Vanellus_vanellus,Vanellus vanellus,vanellus,3,,31.15500027,-1.94640575,0.105656419,Non-forest
Cinclus_cinclus,3.65,3650,3.562292864,1.07,64.2,1.807535028,4.162003211,Cinclidae,Dippers,Passeriformes,Cinclus_cinclus,Cinclus cinclus,cinclus,0,,25.24962071,-2.315318457,0.390040916,Non-forest
Cinclus_mexicanus,4.09,4090,3.611723308,1.63,57.4,1.758911892,4.050044303,Cinclidae,Dippers,Passeriformes,Cinclus_mexicanus,Cinclus mexicanus,mexicanus,0,,8.363749138,-1.999131449,0.947347736,Non-forest
Colluricincla_boweri,2.49,2490,3.396199347,0.94,43.8,1.641474111,3.779633817,Colluricinclidae,Shrike-thrushes,Passeriformes,Colluricincla_boweri,Colluricincla boweri,boweri,3,,-19.77472857,-0.104274772,0.167168013,Forest
Colluricincla_harmonica,1.98,1980,3.29666519,0.8,66,1.819543936,4.189654742,Colluricinclidae,Shrike-thrushes,Passeriformes,Colluricincla_harmonica,Colluricincla harmonica,harmonica,4,,-43.64397002,-0.144930212,-0.363731836,Non-forest
Colluricincla_megarhyncha,2.11,2110,3.324282455,0.91,32.4,1.51054501,3.478158423,Colluricinclidae,Shrike-thrushes,Passeriformes,Colluricincla_megarhyncha,Colluricincla megarhyncha,megarhyncha,0,,-32.49770155,-0.001052015,1.161235788,Forest
Claravis_mondetoura,0.41,410,2.612783857,0.332,89.7,1.952792443,4.496470769,Columbidae,Pigeons and doves,Columbiforme,Claravis_mondetoura,Claravis mondetoura,mondetoura,10,,8.659811972,-2.537747102,-0.08410018,Forest
Claravis_pretiosa,0.449,449,2.652246341,0.409,67.3,1.828015064,4.209160237,Columbidae,Pigeons and doves,Columbiforme,Claravis_pretiosa,Claravis pretiosa,pretiosa,10,,-28.01819045,-0.657236675,0.353603813,Non-forest
Columbina_buckleyi,0.566,566,2.752816431,0.503,57.5,1.759667845,4.051784948,Columbidae,Pigeons and doves,Columbiforme,Columbina_buckleyi,Columbina buckleyi,buckleyi,5,,-4.407388921,-0.132790317,-0.448457655,Non-forest
Columbina_cruziana,1.427,1427,3.154423973,0.548,41.2,1.614897216,3.718438256,Columbidae,Pigeons and doves,Columbiforme,Columbina_cruziana,Columbina cruziana,cruziana,6,,-20.20548777,-0.057376449,-1.114978928,Non-forest
Columbina_inca,1.054,1054,3.022840611,0.762,47.5,1.67669361,3.860729711,Columbidae,Pigeons and doves,Columbiforme,Columbina_inca,Columbina inca,inca,1,,8.709342924,-1.332783871,0.721180155,Non-forest
Columbina_minuta,0.586,586,2.767897616,0.459,33.2,1.521138084,3.502549876,Columbidae,Pigeons and doves,Columbiforme,Columbina_minuta,Columbina minuta,minuta,6,,-28.07465496,1.714959226,1.541039073,Non-forest
Columbina_passerina,0.664,664,2.822168079,0.589,30.1,1.478566496,3.404525172,Columbidae,Pigeons and doves,Columbiforme,Columbina_passerina,Columbina passerina,passerina,6,,-19.03476006,0.101715769,-1.910234762,Non-forest
Columbina_picui,0.527,527,2.721810615,0.42,50,1.698970004,3.912023005,Columbidae,Pigeons and doves,Columbiforme,Columbina_picui,Columbina picui,picui,3,,-43.46190502,-0.007413747,-1.42655005,Non-forest
Columbina_squammata,0.976,976,2.989449818,0.694,54.2,1.733999287,3.992680908,Columbidae,Pigeons and doves,Columbiforme,Columbina_squammata,Columbina squammata,squammata,0,,-27.97719682,-0.112869633,-0.164773103,Non-forest
Columbina_talpacoti,0.527,527,2.721810615,0.429,46.5,1.667452953,3.839452313,Columbidae,Pigeons and doves,Columbiforme,Columbina_talpacoti,Columbina talpacoti,talpacoti,5,,-35.42811966,-0.112869633,-0.164773103,Non-forest
Geopelia_cuneata,0.86,860,2.934498451,0.51,31.6,1.499687083,3.453157121,Columbidae,Pigeons and doves,Columbiforme,Geopelia_cuneata,Geopelia cuneata,cuneata,4,,-36.57879069,-0.112869633,-0.164773103,Non-forest
Geopelia_humeralis,0.68,680,2.832508913,0.25,133,2.123851641,4.890349128,Columbidae,Pigeons and doves,Columbiforme,Geopelia_humeralis,Geopelia humeralis,humeralis,0,,-36.43773577,-1.2540989,-0.094197594,Forest
Geopelia_striata,1.03,1030,3.012837225,0.25,56.6,1.752816431,4.036008985,Columbidae,Pigeons and doves,Columbiforme,Geopelia_striata,Geopelia striata,striata,1,,-8.961389952,-1.059820098,-0.253878853,Forest
Geotrygon_albifacies,0.332,332,2.521138084,0.271,316,2.499687083,5.755742214,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_albifacies,Geotrygon albifacies,albifacies,0,,12.99801843,-0.112869633,-0.164773103,Forest
Geotrygon_caniceps,0.449,449,2.652246341,0.287333333,210,2.322219295,5.347107531,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_caniceps,Geotrygon caniceps,caniceps,1,,18.02072,-0.112869633,-0.164773103,Forest
Geotrygon_chiriquensis,0.352,352,2.546542663,0.296,308,2.488550717,5.730099783,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_chiriquensis,Geotrygon chiriquensis,chiriquensis,0,,8.363749363,-0.112869633,-0.164773103,Forest
Geotrygon_chrysia,0.352,352,2.546542663,0.34,171,2.23299611,5.141663557,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_chrysia,Geotrygon chrysia,chrysia,1,,17.54027557,-0.626613056,-0.610141147,Non-forest
Geotrygon_costaricensis,0.313,313,2.495544338,0.271,320,2.505149978,5.768320996,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_costaricensis,Geotrygon costaricensis,costaricensis,0,,8.410293431,-1.241572473,0.389347255,Forest
Geotrygon_frenata,0.313,313,2.495544338,0.309,311,2.492760389,5.739792912,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_frenata,Geotrygon frenata,frenata,1,,-24.35841468,-1.086217287,-0.19263701,Forest
Geotrygon_goldmani,0.391,391,2.592176757,0.334,258,2.411619706,5.552959585,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_goldmani,Geotrygon goldmani,goldmani,1,,7.07321978,-0.035411238,-1.134890445,Forest
Geotrygon_lawrencii,0.743,743,2.870988814,0.602,220,2.342422681,5.393627546,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_lawrencii,Geotrygon lawrencii,lawrencii,0,,7.918613626,-0.973702947,-0.01659617,Forest
Geotrygon_linearis,0.508,508,2.705863712,0.469,245,2.389166084,5.501258211,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_linearis,Geotrygon linearis,linearis,3,,1.676462455,0.124543445,-1.233645118,Forest
Geotrygon_montana,0.332,332,2.521138084,0.313,115,2.06069784,4.744932128,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_montana,Geotrygon montana,montana,5,,-33.78430243,-0.842958458,-0.440920772,Forest
Geotrygon_mystacea,0.371,371,2.56937391,0.358,230,2.361727836,5.438079309,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_mystacea,Geotrygon mystacea,mystacea,0,,13.70477772,-0.750860115,-0.006205553,Non-forest
Geotrygon_saphirina,1.172,1172,3.068927612,0.94,203,2.307496038,5.313205979,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_saphirina,Geotrygon saphirina,saphirina,1,,-13.6228239,1.379615039,0.19449741,Forest
Geotrygon_veraguensis,0.433,433,2.636487896,0.355,155,2.190331698,5.043425117,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_veraguensis,Geotrygon veraguensis,veraguensis,0,,0.837889414,1.672242863,0.948120994,Forest
Geotrygon_versicolor,0.43,430,2.633468456,0.29,225,2.352182518,5.416100402,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_versicolor,Geotrygon versicolor,versicolor,4,,17.70355415,-1.406175725,0.174377785,Forest
Geotrygon_violacea,0.508,508,2.705863712,0.508,97.8,1.990338855,4.582924577,Columbidae,Pigeons and doves,Columbiforme,Geotrygon_violacea,Geotrygon violacea,violacea,4,,-27.29132347,-0.422135939,1.118050073,Forest
Leptotila_cassini,0.488,488,2.688419822,0.441,159,2.201397124,5.068904202,Columbidae,Pigeons and doves,Columbiforme,Leptotila_cassini,Leptotila cassini,cassini,4,,5.537677236,-1.025760701,-0.228453225,Non-forest
Leptotila_jamaicensis,0.449,449,2.652246341,0.392,160,2.204119983,5.075173815,Columbidae,Pigeons and doves,Columbiforme,Leptotila_jamaicensis,Leptotila jamaicensis,jamaicensis,1,,12.48704432,-0.670839354,0.905042739,Non-forest
Leptotila_megalura,0.43,430,2.633468456,0.39,218,2.338456494,5.384495063,Columbidae,Pigeons and doves,Columbiforme,Leptotila_megalura,Leptotila megalura,megalura,0,,-30.02666651,-0.313425407,0.040521178,Forest
Leptotila_ochraceiventris,0.469,469,2.671172843,0.361,146,2.164352856,4.983606622,Columbidae,Pigeons and doves,Columbiforme,Leptotila_ochraceiventris,Leptotila ochraceiventris,ochraceiventris,0,,-5.96579,1.676563211,1.16739908,Forest
Leptotila_pallida,0.488,488,2.688419822,0.467,126.5,2.102090526,4.840242308,Columbidae,Pigeons and doves,Columbiforme,Leptotila_pallida,Leptotila pallida,pallida,1,,-3.479000181,1.324776231,-0.299430242,Non-forest
Leptotila_plumbeiceps,0.312,312,2.494154594,0.257,170,2.230448921,5.135798437,Columbidae,Pigeons and doves,Columbiforme,Leptotila_plumbeiceps,Leptotila plumbeiceps,plumbeiceps,1,,2.559790058,-0.509369541,-0.406301393,Non-forest
Leptotila_rufaxilla,0.566,566,2.752816431,0.547,157,2.195899652,5.056245805,Columbidae,Pigeons and doves,Columbiforme,Leptotila_rufaxilla,Leptotila rufaxilla,rufaxilla,1,,-33.53364181,-1.120445888,0.168552575,Forest
Leptotila_verreauxi,0.469,469,2.671172843,0.389,153,2.184691431,5.030437921,Columbidae,Pigeons and doves,Columbiforme,Leptotila_verreauxi,Leptotila verreauxi,verreauxi,0,,-36.94716319,-1.282755346,0.106199244,Non-forest
Leptotila_wellsi,0.461,461,2.663700925,0.411,200,2.301029996,5.298317367,Columbidae,Pigeons and doves,Columbiforme,Leptotila_wellsi,Leptotila wellsi,wellsi,0,,11.99143,1.419466458,1.544046437,Non-forest
Metriopelia_melanoptera,2.049,2049,3.311541958,1.521,113,2.053078443,4.727387819,Columbidae,Pigeons and doves,Columbiforme,Metriopelia_melanoptera,Metriopelia melanoptera,melanoptera,1,,-50.61911385,0.645819445,-1.42258407,Non-forest
Patagioenas_plumbea,0.631,631,2.800029359,0.45867,210,2.322219295,5.347107531,Columbidae,Pigeons and doves,Columbiforme,Patagioenas_plumbea,Patagioenas plumbea,plumbea,1,,-32.21133804,-0.826267263,-0.20893221,Forest
Patagioenas_subvinacea,0.711,711,2.851869601,0.54467,125,2.096910013,4.828313737,Columbidae,Pigeons and doves,Columbiforme,Patagioenas_subvinacea,Patagioenas subvinacea,subvinacea,1,,-18.2996385,-0.112869633,-0.164773103,Forest
Phaps_chalcoptera,0.25,250,2.397940009,0.08,344,2.536558443,5.840641657,Columbidae,Pigeons and doves,Columbiforme,Phaps_chalcoptera,Phaps chalcoptera,chalcoptera,5,,-54.77828981,-1.023606267,-1.665224633,Non-forest
Phaps_elegans,0.34,340,2.531478917,0.08,219,2.340444115,5.38907173,Columbidae,Pigeons and doves,Columbiforme,Phaps_elegans,Phaps elegans,elegans,5,,-43.64396861,-0.068356336,-0.623847306,Forest
Starnoenas_cyanocephala,0.488,488,2.688419822,0.452,242,2.383815366,5.488937726,Columbidae,Pigeons and doves,Columbiforme,Starnoenas_cyanocephala,Starnoenas cyanocephala,cyanocephala,1,,19.82808,-1.807924293,0.418693867,Forest
Uropelia_campestris,1.269,1269,3.103461622,0.885,35.2,1.546542663,3.561046083,Columbidae,Pigeons and doves,Columbiforme,Uropelia_campestris,Uropelia campestris,campestris,1,,-19.54413223,-1.138243882,-1.61659099,Non-forest
Zenaida_asiatica,0.684,684,2.835056102,0.53,153,2.184691431,5.030437921,Columbidae,Pigeons and doves,Columbiforme,Zenaida_asiatica,Zenaida asiatica,asiatica,0,,6.702379197,-0.112869633,-0.164773103,Non-forest
Zenaida_auriculata,0.566,566,2.752816431,0.313,114,2.056904851,4.736198448,Columbidae,Pigeons and doves,Columbiforme,Zenaida_auriculata,Zenaida auriculata,auriculata,3,,-55.05167389,-0.112869633,-0.164773103,Non-forest
Zenaida_aurita,0.508,508,2.705863712,0.484,159,2.201397124,5.068904202,Columbidae,Pigeons and doves,Columbiforme,Zenaida_aurita,Zenaida aurita,aurita,1,,11.99638653,-0.747528962,0.899172514,Non-forest
Zenaida_galapagoensis,0.215,215,2.33243846,0.18,100,2,4.605170186,Columbidae,Pigeons and doves,Columbiforme,Zenaida_galapagoensis,Zenaida galapagoensis,galapagoensis,1,,-1.410051942,-0.112869633,-0.164773103,Non-forest
Zenaida_graysoni,0.449,449,2.652246341,0.4,192,2.283301229,5.257495372,Columbidae,Pigeons and doves,Columbiforme,Zenaida_graysoni,Zenaida graysoni,graysoni,0,,18.69386,-0.327679532,1.170272833,Non-forest
Zenaida_macroura,0.504,504,2.702430536,0.4225,121.5,2.084576278,4.799914263,Columbidae,Pigeons and doves,Columbiforme,Zenaida_macroura,Zenaida macroura,macroura,2,,7.45083332,-0.112869633,-0.164773103,Non-forest
Zenaida_meloda,0.488,488,2.688419822,0.377,216,2.334453751,5.375278408,Columbidae,Pigeons and doves,Columbiforme,Zenaida_meloda,Zenaida meloda,meloda,0,,-21.56684608,-0.711842979,1.16446241,Non-forest
Conopophaga_aurita,3.38767,3387.67,3.529901098,2.899,12.6,1.100370545,2.533696814,Conopophagidae,Gnateaters,Passeriformes,Conopophaga_aurita,Conopophaga aurita,aurita,4,,-11.32446558,-0.343474402,-1.042820248,Forest
Aphelocoma_californica,3.568,3568,3.552424846,2.073,85,1.929418926,4.442651256,Corvidae,"Jays, magpies and crows",Passeriformes,Aphelocoma_californica,Aphelocoma californica,californica,1,,16.1624806,0.876878821,-0.787914498,Forest
Gymnorhinus_cyanocephalus,2.157,2157,3.333850145,1.40942,100,2,4.605170186,Corvidae,"Jays, magpies and crows",Passeriformes,Gymnorhinus_cyanocephalus,Gymnorhinus cyanocephalus,cyanocephalus,1,,30.15829,0.048042335,-0.162695796,Forest
Lipaugus_vociferans,2.75567,2755.67,3.440227208,1.148,81,1.908485019,4.394449155,Cotingidae,Cotingas,Passeriformes,Lipaugus_vociferans,Lipaugus vociferans,vociferans,0,,-20.87506963,-0.128036976,-0.464452855,Forest
Schiffornis_turdina,3.129,3129,3.495405563,2.41133,29,1.462397998,3.36729583,Cotingidae,Cotingas,Passeriformes,Schiffornis_turdina,Schiffornis turdina,turdina,0,,-20.87733841,1.451387023,-0.104984878,Forest
Penelope_jacquacu,0.80367,803.67,2.905077757,0.401,1280,3.10720997,7.154615357,Cracidae,"Chachalacas, guans and curassows",Galliformes,Penelope_jacquacu,Penelope jacquacu,jacquacu,0,,-18.2809326,-0.112869633,-0.164773103,Forest
Cacomantis_castaneiventris,2.41,2410,3.382017043,1.93,33.2,1.521138084,3.502549876,Cuculidae,"Cuckoos, roadrunners and anis",Cuculiformes,Cacomantis_castaneiventris,Cacomantis castaneiventris,castaneiventris,0,,-17.99999994,1.337215292,-0.802114032,Forest
Cacomantis_flabelliformis,2.53,2530,3.403120521,1.86,49.8,1.697229343,3.908014984,Cuculidae,"Cuckoos, roadrunners and anis",Cuculiformes,Cacomantis_flabelliformis,Cacomantis flabelliformis,flabelliformis,0,,-43.64397389,1.58229829,-0.683785852,Forest
Chrysococcyx_basalis,3.5,3500,3.544068044,1.74,22,1.342422681,3.091042453,Cuculidae,"Cuckoos, roadrunners and anis",Cuculiformes,Chrysococcyx_basalis,Chrysococcyx basalis,basalis,0,,-43.6439698,-1.249499163,0.340515526,Non-forest
Chrysococcyx_lucidus,3.15,3150,3.498310554,2.12,24.5,1.389166084,3.198673118,Cuculidae,"Cuckoos, roadrunners and anis",Cuculiformes,Chrysococcyx_lucidus,Chrysococcyx lucidus,lucidus,5,,-47.28603997,-0.112869633,-0.164773103,Forest
Chrysococcyx_minutillus,2.84,2840,3.45331834,2.06,18.6,1.269512944,2.923161581,Cuculidae,"Cuckoos, roadrunners and anis",Cuculiformes,Chrysococcyx_minutillus,Chrysococcyx minutillus,minutillus,2,,-54.7782901,-0.861562066,0.367637252,Forest
Chrysococcyx_russatus,2.67,2670,3.426511261,1.98,18.6,1.269512944,2.923161581,Cuculidae,"Cuckoos, roadrunners and anis",Cuculiformes,Chrysococcyx_russatus,Chrysococcyx russatus,russatus,2,,-54.7782901,-0.112869633,-0.164773103,Forest
Coccyzus_americanus,0.676,676,2.829946696,0.433,64,1.806179974,4.158883083,Cuculidae,"Cuckoos, roadrunners and anis",Cuculiformes,Coccyzus_americanus,Coccyzus americanus,americanus,0,,1.587575401,-0.112869633,-0.164773103,Forest
Coccyzus_erythropthalmus,0.94,940,2.973127854,0.62,50.9,1.706717782,3.929862924,Cuculidae,"Cuckoos, roadrunners and anis",Cuculiformes,Coccyzus_erythropthalmus,Coccyzus erythropthalmus,erythropthalmus,0,,32.01971437,-0.112869633,-0.164773103,Non-forest
Coccyzus_minor,1.63,1630,3.212187604,0.6,63.9,1.805500858,4.157319361,Cuculidae,"Cuckoos, roadrunners and anis",Cuculiformes,Coccyzus_minor,Coccyzus minor,minor,0,,3.972898388,-1.347390904,0.560878307,Forest
Cuculus_canorus,0.51,510,2.707570176,0.47,117,2.068185862,4.762173935,Cuculidae,"Cuckoos, roadrunners and anis",Cuculiformes,Cuculus_canorus,Cuculus canorus,canorus,10,,20.04964249,0.448259696,1.798387688,Forest
Cuculus_saturatus,0.4,400,2.602059991,0.36,89.5,1.951823035,4.494238625,Cuculidae,"Cuckoos, roadrunners and anis",Cuculiformes,Cuculus_saturatus,Cuculus saturatus,saturatus,10,,17.65793885,-0.985045141,0.524238748,Forest
Campylorhamphus_procurvoides,2.21033,2210.33,3.344457118,1.86567,30,1.477121255,3.401197382,Dendrocolaptidae,Woodcreepers,Passeriformes,Campylorhamphus_procurvoides,Campylorhamphus procurvoides,procurvoides,0,,-10.06042768,-1.941078444,0.582300168,Forest
Dendrexetastes_rufigula,2.29633,2296.33,3.3610343,2.00967,70,1.84509804,4.248495242,Dendrocolaptidae,Woodcreepers,Passeriformes,Dendrexetastes_rufigula,Dendrexetastes rufigula,rufigula,0,,-16.96521029,-1.238244281,-0.716453624,Forest
Dendrocolaptes_certhia,2.12433,2124.33,3.327221982,1.808,73,1.86332286,4.290459441,Dendrocolaptidae,Woodcreepers,Passeriformes,Dendrocolaptes_certhia,Dendrocolaptes certhia,certhia,0,,-17.71478824,-0.505023553,-0.505562299,Forest
Glyphorynchus_spirurus,4.909,4909,3.690993032,3.502,14,1.146128036,2.63905733,Dendrocolaptidae,Woodcreepers,Passeriformes,Glyphorynchus_spirurus,Glyphorynchus spirurus,spirurus,0,,-19.49479484,-0.112869633,-0.164773103,Forest
Xiphocolaptes_promeropirhynchus,2.46867,2468.67,3.392463039,2.21033,136,2.133538908,4.912654886,Dendrocolaptidae,Woodcreepers,Passeriformes,Xiphocolaptes_promeropirhynchus,Xiphocolaptes promeropirhynchus,promeropirhynchus,0,,-18.47407828,-2.099528885,0.458883419,Forest
Xiphorhynchus_guttatus,1.923,1923,3.283979284,1.449,65,1.812913357,4.17438727,Dendrocolaptidae,Woodcreepers,Passeriformes,Xiphorhynchus_guttatus,Xiphorhynchus guttatus,guttatus,0,,-23.03580162,-0.112869633,-0.164773103,Forest
Xiphorhynchus_spixii,3.129,3129,3.495405563,2.23867,40,1.602059991,3.688879454,Dendrocolaptidae,Woodcreepers,Passeriformes,Xiphorhynchus_spixii,Xiphorhynchus spixii,spixii,0,,-12.45309182,-1.057203075,0.800367923,Forest
Aimophila_ruficeps,5.24,5240,3.719331287,,19.3,1.285557309,2.960105096,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Aimophila_ruficeps,Aimophila ruficeps,ruficeps,0,,16.01492503,1.320677087,-0.979575992,Non-forest
Ammodramus_savannarum,7.09,7090,3.850646235,,17,1.230448921,2.833213344,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Ammodramus_savannarum,Ammodramus savannarum,savannarum,0,,3.308405513,-0.110713212,-0.608389898,Non-forest
Amphispiza_belli,3.78,3780,3.5774918,,15,1.176091259,2.708050201,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Amphispiza_belli,Amphispiza belli,belli,0,,26.70841783,1.630885759,0.370760159,Non-forest
Amphispiza_bilineata,4.87,4870,3.687528961,,13.5,1.130333768,2.602689685,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Amphispiza_bilineata,Amphispiza bilineata,bilineata,0,,20.18509133,1.061126151,-0.538057578,Non-forest
Chondestes_grammacus,5.29,5290,3.723455672,,29,1.462397998,3.36729583,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Chondestes_grammacus,Chondestes grammacus,grammacus,0,,20.36739533,1.488717842,-1.308936365,Non-forest
Emberiza_aureola,3.17,3170,3.501059262,2.32,19.6,1.292256071,2.975529566,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_aureola,Emberiza aureola,aureola,9,,39.7596892,1.562723854,0.767462371,Non-forest
Emberiza_bruniceps,4.22,4220,3.625312451,2.47,24.8,1.394451681,3.210843653,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_bruniceps,Emberiza bruniceps,bruniceps,6,,35.05812459,1.500059453,1.126401206,Non-forest
Emberiza_buchanani,3.72,3720,3.57054294,2.62,21.2,1.326335861,3.054001182,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_buchanani,Emberiza buchanani,buchanani,1,,30.49942978,0.111519279,-0.4705863,Non-forest
Emberiza_caesia,4.8,4800,3.681241237,3.28,20,1.301029996,2.995732274,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_caesia,Emberiza caesia,caesia,2,,30.55957514,-0.112869633,-0.164773103,Non-forest
Emberiza_cia,4.92,4920,3.691965103,2.32,24.2,1.383815366,3.186352633,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_cia,Emberiza cia,cia,5,,27.91330031,-0.112869633,-0.164773103,Non-forest
Emberiza_cineracea,4.47,4470,3.650307523,2.6,24.3,1.385606274,3.19047635,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_cineracea,Emberiza cineracea,cineracea,7,,33.46934297,-1.368776594,0.145714814,Non-forest
Emberiza_cirlus,4.33,4330,3.636487896,3.87,25.6,1.408239965,3.242592351,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_cirlus,Emberiza cirlus,cirlus,7,3,-45.55307588,-2.119124712,0.373197183,Forest
Emberiza_citrinella,5.53,5530,3.742725131,4.02,29.7,1.472756449,3.391147046,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_citrinella,Emberiza citrinella,citrinella,3,2.05,-54.77828581,1.672382471,1.679986147,Non-forest
Emberiza_hortulana,3.41,3410,3.532754379,2.92,19.9,1.298853076,2.990719732,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_hortulana,Emberiza hortulana,hortulana,5,2.5,34.92517485,-0.917487147,0.939315041,Forest
Emberiza_leucocephalos,4,4000,3.602059991,3.74,28.5,1.45484486,3.349904087,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_leucocephalos,Emberiza leucocephalos,leucocephalos,5,,28.14677689,-0.628213503,-0.303706371,Forest
Emberiza_melanocephala,3.14,3140,3.496929648,1.96,29.7,1.472756449,3.391147046,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_melanocephala,Emberiza melanocephala,melanocephala,8,,27.09252917,1.411037455,-0.205724487,Non-forest
Emberiza_pusilla,4.07,4070,3.609594409,2.69,14.6,1.164352856,2.681021529,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_pusilla,Emberiza pusilla,pusilla,0,,52.96216806,1.589184502,-0.487038974,Non-forest
Emberiza_rustica,3.83,3830,3.583198774,2.21,21,1.322219295,3.044522438,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_rustica,Emberiza rustica,rustica,3,,49.03461554,1.294702414,-0.871878565,Forest
Emberiza_schoeniclus,4.86,4860,3.686636269,3.21,19.7,1.294466226,2.980618636,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_schoeniclus,Emberiza schoeniclus,schoeniclus,4,20,30.54165204,1.488957198,-3.64421247,Non-forest
Emberiza_striolata,3.85,3850,3.58546073,2.44,14.8,1.170261715,2.694627181,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Emberiza_striolata,Emberiza striolata,striolata,3,,2.816411936,1.568392964,-0.425834835,Non-forest
Junco_hyemalis,5.02,5020,3.700703717,,19.3,1.285557309,2.960105096,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Junco_hyemalis,Junco hyemalis,hyemalis,3,5,28.85628,0.675497817,-1.366109581,Forest
Melospiza_georgiana,4.76,4760,3.677606953,3.19,16.1,1.206825876,2.778819272,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Melospiza_georgiana,Melospiza georgiana,georgiana,2,3.25,37.08268454,0.659575293,-1.004541779,Non-forest
Melospiza_lincolnii,3.83,3830,3.583198774,2.28,16.6,1.220108088,2.809402695,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Melospiza_lincolnii,Melospiza lincolnii,lincolnii,0,,32.70683254,0.127232193,-1.250430025,Non-forest
Melospiza_melodia,5.06,5060,3.704150517,2.5,20.5,1.311753861,3.020424886,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Melospiza_melodia,Melospiza melodia,melodia,0,14,18.98566726,1.703266924,-2.282958727,Forest
