Taxon,pk_freq,F_Hz,log10Hz,min_freq,body_mass,log10mass,ln_mass,family,fam,order,phyloname,phyloname2,Species,Dichr,SongRepSize,MinLat,climPC1,climPC2,newVeg
Larus_occidentalis,1.37,1370,3.136720567,0.08,1034,3.014520539,6.941190055,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_occidentalis,Larus occidentalis,occidentalis,0,,27.00751278,1.659511442,0.380922073,Non-forest
Larus_philadelphia,2.06,2060,3.31386722,0.08,222,2.346352974,5.402677382,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_philadelphia,Larus philadelphia,philadelphia,0,,47.93117723,1.674112137,0.578035196,Non-forest
Larus_pipixcan,1.89,1890,3.276461804,0.25,280,2.447158031,5.634789603,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_pipixcan,Larus pipixcan,pipixcan,0,,39.04912225,-0.112869633,-0.164773103,Non-forest
Larus_ridibundus,1.8,1800,3.255272505,0.51,284,2.45331834,5.648974238,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_ridibundus,Larus ridibundus,ridibundus,0,,42.47774608,-0.682876793,0.039345141,Non-forest
Sterna_albifrons,4.22,4220,3.625312451,1.07,57,1.755874856,4.043051268,Laridae,"Gulls, terns and skimmers",Charadriiformes,Sterna_albifrons,Sterna albifrons,albifrons,0,,-43.0290318,1.594275843,0.886371895,Non-forest
Sterna_antillarum,3.31,3310,3.519827994,0.99,45,1.653212514,3.80666249,Laridae,"Gulls, terns and skimmers",Charadriiformes,Sterna_antillarum,Sterna antillarum,antillarum,0,,15.64402472,-0.504447251,-0.232618139,Non-forest
Sterna_bengalensis,2.49,2490,3.396199347,1.72,209,2.320146286,5.342334252,Laridae,"Gulls, terns and skimmers",Charadriiformes,Sterna_bengalensis,Sterna bengalensis,bengalensis,0,,-27.99220179,-0.201215598,-0.7467867,Non-forest
Sterna_bergii,1.89,1890,3.276461804,0.51,328,2.515873844,5.793013608,Laridae,"Gulls, terns and skimmers",Charadriiformes,Sterna_bergii,Sterna bergii,bergii,0,,-44.59797906,-0.290163407,-0.928097562,Non-forest
Sterna_caspia,2.81,2810,3.44870632,0.46,655,2.8162413,6.484635236,Laridae,"Gulls, terns and skimmers",Charadriiformes,Sterna_caspia,Sterna caspia,caspia,0,,-11.18599016,-0.175449719,-0.481825116,Non-forest
Sterna_dougallii,3.03,3030,3.481442629,0.88,112,2.049218023,4.718498871,Laridae,"Gulls, terns and skimmers",Charadriiformes,Sterna_dougallii,Sterna dougallii,dougallii,0,,-11.54893856,-0.173486327,-0.296154877,Non-forest
Sterna_forsteri,2.49,2490,3.396199347,0.64,149,2.173186268,5.003946306,Laridae,"Gulls, terns and skimmers",Charadriiformes,Sterna_forsteri,Sterna forsteri,forsteri,0,,25.87901783,1.6583028,1.508305659,Non-forest
Sterna_hirundo,2.94,2940,3.46834733,0.7,130,2.113943352,4.86753445,Laridae,"Gulls, terns and skimmers",Charadriiformes,Sterna_hirundo,Sterna hirundo,hirundo,0,,12.06295181,-0.219897572,1.72050373,Non-forest
Sterna_maxima,2.11,2110,3.324282455,0.38,419,2.622214023,6.03787092,Laridae,"Gulls, terns and skimmers",Charadriiformes,Sterna_maxima,Sterna maxima,maxima,0,,-20.91610631,-0.112869633,-0.164773103,Non-forest
Sterna_sandvicensis,2.19,2190,3.340444115,1.29,192,2.283301229,5.257495372,Laridae,"Gulls, terns and skimmers",Charadriiformes,Sterna_sandvicensis,Sterna sandvicensis,sandvicensis,0,,-3.942812854,1.639513866,-0.321850584,Non-forest
Malurus_amabilis,6.64,6640,3.822168079,4.54,9.1,0.959041392,2.208274414,Maluridae,Fairy-wrens,Passeriformes,Malurus_amabilis,Malurus amabilis,amabilis,8,,-19.73729115,-0.858600192,-0.222574678,Forest
Malurus_cyaneus,6.76,6760,3.829946696,4.32,11.3,1.053078443,2.424802726,Maluridae,Fairy-wrens,Passeriformes,Malurus_cyaneus,Malurus cyaneus,cyaneus,10,,-43.61572065,0.311476839,-1.58241259,Forest
Malurus_lamberti,6.33,6330,3.80140371,3.09,7.6,0.880813592,2.028148247,Maluridae,Fairy-wrens,Passeriformes,Malurus_lamberti,Malurus lamberti,lamberti,8,,-37.80168998,-0.112869633,-0.164773103,Non-forest
Malurus_pulcherrimus,6.69,6690,3.825426118,4.43,9.4,0.973127854,2.240709689,Maluridae,Fairy-wrens,Passeriformes,Malurus_pulcherrimus,Malurus pulcherrimus,pulcherrimus,8,,-34.9999998,-1.278550531,0.834201847,Non-forest
Lichenostomus_chrysops,2.87,2870,3.457881897,1.53,17.3,1.238046103,2.850706502,Meliphagidae,Honeyeaters,Passeriformes,Lichenostomus_chrysops,Lichenostomus chrysops,chrysops,0,,-39.67774994,1.374251649,-0.127801029,Forest
Lichenostomus_flavicollis,1.27,1270,3.103803721,0.58,32.6,1.5132176,3.484312288,Meliphagidae,Honeyeaters,Passeriformes,Lichenostomus_flavicollis,Lichenostomus flavicollis,flavicollis,0,,-43.64397432,1.687753975,-0.378871891,Forest
Lichenostomus_flavus,3.32,3320,3.521138084,1.4,21.4,1.330413773,3.063390922,Meliphagidae,Honeyeaters,Passeriformes,Lichenostomus_flavus,Lichenostomus flavus,flavus,0,,-22.73199462,-0.894098605,1.128936339,Forest
Lichenostomus_leucotis,1.68,1680,3.225309282,0.86,26.5,1.423245874,3.277144733,Meliphagidae,Honeyeaters,Passeriformes,Lichenostomus_leucotis,Lichenostomus leucotis,leucotis,0,,-39.48350878,0.197761832,-1.417578614,Non-forest
Lichenostomus_ornatus,2.97,2970,3.472756449,1.5,18.4,1.264817823,2.912350665,Meliphagidae,Honeyeaters,Passeriformes,Lichenostomus_ornatus,Lichenostomus ornatus,ornatus,0,,-38.07011979,-1.406459528,0.609745412,Forest
Lichenostomus_plumulus,2.32,2320,3.365487985,1.61,16.5,1.217483944,2.803360381,Meliphagidae,Honeyeaters,Passeriformes,Lichenostomus_plumulus,Lichenostomus plumulus,plumulus,0,,-36.03987161,-0.867062855,0.647627966,Forest
Lichenostomus_versicolor,2,2000,3.301029996,0.68,35.5,1.550228353,3.569532696,Meliphagidae,Honeyeaters,Passeriformes,Lichenostomus_versicolor,Lichenostomus versicolor,versicolor,0,,-19.50362196,-0.458541707,-0.786605249,Non-forest
Lichenostomus_virescens,2.15,2150,3.33243846,1.29,25.1,1.399673721,3.222867846,Meliphagidae,Honeyeaters,Passeriformes,Lichenostomus_virescens,Lichenostomus virescens,virescens,0,,-38.85948084,0.018521624,-0.767406231,Non-forest
Phylidonyris_melanops,2.39,2390,3.378397901,1.62,19.3,1.285557309,2.960105096,Meliphagidae,Honeyeaters,Passeriformes,Phylidonyris_melanops,Phylidonyris melanops,melanops,0,,-43.64397,-0.250405642,0.765343755,Non-forest
Phylidonyris_niger,2.37,2370,3.374748346,1.46,19.5,1.290034611,2.970414466,Meliphagidae,Honeyeaters,Passeriformes,Phylidonyris_niger,Phylidonyris niger,niger,0,,-37.425602,-0.112869633,-0.164773103,Non-forest
Phylidonyris_novaehollandiae,4.74,4740,3.675778342,2.97,21.5,1.33243846,3.068052935,Meliphagidae,Honeyeaters,Passeriformes,Phylidonyris_novaehollandiae,Phylidonyris novaehollandiae,novaehollandiae,0,,-43.64397419,-0.505458266,-0.744089136,Non-forest
Mimus_polyglottos,2.8,2800,3.447158031,,48.5,1.685741739,3.881563798,Mimidae,"Mockingbirds, thrashers and allies",Passeriformes,Mimus_polyglottos,Mimus polyglottos,polyglottos,0,220,16.21007538,1.52565651,1.843081835,Non-forest
Toxostoma_lecontei,2.59,2590,3.413299764,,61.9,1.791690649,4.12552018,Mimidae,"Mockingbirds, thrashers and allies",Passeriformes,Toxostoma_lecontei,Toxostoma lecontei,lecontei,0,,25.8217659,-0.597480518,-1.097389528,Non-forest
Toxostoma_redivivum,2.92,2920,3.465382851,,84.4,1.926342447,4.435567402,Mimidae,"Mockingbirds, thrashers and allies",Passeriformes,Toxostoma_redivivum,Toxostoma redivivum,redivivum,0,,29.42044299,-0.62572367,1.243240565,Non-forest
Momotus_momota,0.40133,401.33,2.603501625,0.31533,111,2.045322979,4.709530201,Momotidae,Motmots,Coraciiformes,Momotus_momota,Momotus momota,momota,0,,-23.69245903,1.681772736,0.686536419,Forest
Anthus_campestris,3.54,3540,3.549003262,2.18,23,1.361727836,3.135494216,Motacillidae,Wagtails and pipits,Passeriformes,Anthus_campestris,Anthus campestris,campestris,0,,30.16017785,0.058876364,-0.992057771,Non-forest
Anthus_cervinus,4.13,4130,3.615950052,1.89,20.9,1.320146286,3.039749159,Motacillidae,Wagtails and pipits,Passeriformes,Anthus_cervinus,Anthus cervinus,cervinus,3,,55.8294904,1.540803309,1.174600136,Non-forest
Anthus_gustavi,4.6,4600,3.662757832,1.94,19.8,1.29666519,2.985681938,Motacillidae,Wagtails and pipits,Passeriformes,Anthus_gustavi,Anthus gustavi,gustavi,0,,42.06575994,-0.563685951,-0.302650017,Non-forest
Anthus_hodgsoni,4.56,4560,3.658964843,2.58,21.3,1.328379603,3.058707073,Motacillidae,Wagtails and pipits,Passeriformes,Anthus_hodgsoni,Anthus hodgsoni,hodgsoni,0,,21.77639663,-0.151293676,-0.947279829,Non-forest
Anthus_novaeseelandiae,4.51,4510,3.654176542,2.2,24.1,1.382017043,3.18221184,Motacillidae,Wagtails and pipits,Passeriformes,Anthus_novaeseelandiae,Anthus novaeseelandiae,novaeseelandiae,0,,-51.07878012,-0.586475056,1.371833954,Non-forest
Anthus_petrosus,5.51,5510,3.741151599,2.06,22.4,1.350248018,3.109060959,Motacillidae,Wagtails and pipits,Passeriformes,Anthus_petrosus,Anthus petrosus,petrosus,0,,45.63970682,1.528244022,0.982955912,Non-forest
Anthus_pratensis,3.53,3530,3.547774705,2.58,18.4,1.264817823,2.912350665,Motacillidae,Wagtails and pipits,Passeriformes,Anthus_pratensis,Anthus pratensis,pratensis,0,,41.08474757,1.772397994,1.204614386,Non-forest
Anthus_rubescens,6.16,6160,3.789580712,2.52,21.6,1.334453751,3.072693315,Motacillidae,Wagtails and pipits,Passeriformes,Anthus_rubescens,Anthus rubescens,rubescens,0,,36.98775296,1.747881891,-0.282282539,Non-forest
Anthus_similis,3.85,3850,3.58546073,2.63,25.3,1.403120521,3.230804396,Motacillidae,Wagtails and pipits,Passeriformes,Anthus_similis,Anthus similis,similis,0,,-34.83983,0.061314404,-1.214946759,Non-forest
Anthus_spragueii,4.73,4730,3.674861141,2.95,25.5,1.40654018,3.238678452,Motacillidae,Wagtails and pipits,Passeriformes,Anthus_spragueii,Anthus spragueii,spragueii,0,,44.45561,1.619152017,0.814403165,Non-forest
Anthus_trivialis,4.48,4480,3.651278014,2.54,21.7,1.336459734,3.077312261,Motacillidae,Wagtails and pipits,Passeriformes,Anthus_trivialis,Anthus trivialis,trivialis,0,,30.0993211,-0.112869633,-0.164773103,Non-forest
Motacilla_alba,4.22,4220,3.625312451,1.55,24,1.380211242,3.17805383,Motacillidae,Wagtails and pipits,Passeriformes,Motacilla_alba,Motacilla alba,alba,2,,42.94573005,-0.006143489,-0.891133156,Non-forest
Motacilla_cinerea,6.14,6140,3.788168371,4.65,18,1.255272505,2.890371758,Motacillidae,Wagtails and pipits,Passeriformes,Motacilla_cinerea,Motacilla cinerea,cinerea,5,,27.35663145,1.668743198,2.255641867,Non-forest
Motacilla_citreola,5.85,5850,3.767155866,3.25,19.2,1.283301229,2.954910279,Motacillidae,Wagtails and pipits,Passeriformes,Motacilla_citreola,Motacilla citreola,citreola,4,,26.06500809,-0.112869633,-0.164773103,Non-forest
Motacilla_flava,5.82,5820,3.764922985,3.4,17.7,1.247973266,2.87356464,Motacillidae,Wagtails and pipits,Passeriformes,Motacilla_flava,Motacilla flava,flava,5,,17.61983996,-0.570168318,-0.745231725,Non-forest
Erithacus_rubecula,4.1,4100,3.612783857,2.1,17.7,1.247973266,2.87356464,Muscicapidae,Old World flycatchers and chats,Passeriformes,Erithacus_rubecula,Erithacus rubecula,rubecula,0,220,27.63881927,-0.112869633,-0.164773103,Forest
Erythropygia_galactotes,3.39,3390,3.530199698,,20.3,1.307496038,3.010620886,Muscicapidae,Old World flycatchers and chats,Passeriformes,Erythropygia_galactotes,Erythropygia galactotes,galactotes,0,,4.325305486,-1.161948476,0.982797797,Forest
Ficedula_albicollis,4.39,4390,3.64246452,2.19,12.9,1.11058971,2.557227311,Muscicapidae,Old World flycatchers and chats,Passeriformes,Ficedula_albicollis,Ficedula albicollis,albicollis,6,,37.91450998,-0.112869633,-0.164773103,Forest
Ficedula_hypoleuca,4.86,4860,3.686636269,2.49,12.2,1.086359831,2.501435952,Muscicapidae,Old World flycatchers and chats,Passeriformes,Ficedula_hypoleuca,Ficedula hypoleuca,hypoleuca,6,,30.6272398,-1.047147347,0.294453687,Forest
Ficedula_parva,3.87,3870,3.587710965,2.88,9.9,0.995635195,2.292534757,Muscicapidae,Old World flycatchers and chats,Passeriformes,Ficedula_parva,Ficedula parva,parva,4,,35.85841249,0.19820373,-0.384483969,Forest
Ficedula_semitorquata,4.79,4790,3.680335513,3.44,14.4,1.158362492,2.667228207,Muscicapidae,Old World flycatchers and chats,Passeriformes,Ficedula_semitorquata,Ficedula semitorquata,semitorquata,7,,34.10363752,-0.112869633,-0.164773103,Forest
Luscinia_calliope,4.41,4410,3.644438589,1.94,18.5,1.267171728,2.917770732,Muscicapidae,Old World flycatchers and chats,Passeriformes,Luscinia_calliope,Luscinia calliope,calliope,3,,32.22596084,-0.881290533,0.708651989,Forest
Luscinia_megarhynchos,4.19,4190,3.622214023,1.65,18.3,1.26245109,2.90690106,Muscicapidae,Old World flycatchers and chats,Passeriformes,Luscinia_megarhynchos,Luscinia megarhynchos,megarhynchos,0,220,27.96639174,0.178002825,-1.021365648,Forest
Luscinia_svecica,4,4000,3.602059991,3.02,16.1,1.206825876,2.778819272,Muscicapidae,Old World flycatchers and chats,Passeriformes,Luscinia_svecica,Luscinia svecica,svecica,2,,47.34730993,-1.142415472,0.755389195,Non-forest
Monticola_solitarius,2.92,2920,3.465382851,,57,1.755874856,4.043051268,Muscicapidae,Old World flycatchers and chats,Passeriformes,Monticola_solitarius,Monticola solitarius,solitarius,10,,-3.304865407,-1.099653423,0.589496212,Non-forest
Muscicapa_striata,6.65,6650,3.822821645,,15.9,1.201397124,2.766319109,Muscicapidae,Old World flycatchers and chats,Passeriformes,Muscicapa_striata,Muscicapa striata,striata,0,,26.7726967,-0.541619502,-0.421755589,Forest
Oenanthe_albonigra,4.25,4250,3.62838893,1.89,25.2,1.401400541,3.226843995,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_albonigra,Oenanthe albonigra,albonigra,0,,20.87321818,-0.112869633,-0.164773103,Non-forest
Oenanthe_cypriaca,5.21,5210,3.716837723,4.34,17.5,1.243038049,2.862200881,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_cypriaca,Oenanthe cypriaca,cypriaca,4,,34.56351001,0.226058968,-1.095460546,Forest
Oenanthe_deserti,2.52,2520,3.401400541,2.12,19.6,1.292256071,2.975529566,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_deserti,Oenanthe deserti,deserti,8,,24.72611378,-0.112869633,-0.164773103,Non-forest
Oenanthe_finschii,4.13,4130,3.615950052,2.2,25.6,1.408239965,3.242592351,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_finschii,Oenanthe finschii,finschii,8,,30.99935713,-0.112869633,-0.164773103,Non-forest
Oenanthe_hispanica,3.38,3380,3.5289167,1.86,16.4,1.214843848,2.797281335,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_hispanica,Oenanthe hispanica,hispanica,8,,27.58661269,0.40554411,-2.088787055,Non-forest
Oenanthe_isabellina,3.18,3180,3.50242712,1.76,29.4,1.46834733,3.380994674,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_isabellina,Oenanthe isabellina,isabellina,1,,27.92015473,-1.231325032,0.787711509,Non-forest
Oenanthe_leucopyga,2.73,2730,3.436162647,1.7,27.9,1.445604203,3.328626689,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_leucopyga,Oenanthe leucopyga,leucopyga,0,,11.66894686,-0.112869633,-0.164773103,Non-forest
Oenanthe_leucura,3.71,3710,3.56937391,1.85,41,1.612783857,3.713572067,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_leucura,Oenanthe leucura,leucura,1,,18.75607548,-0.112869633,-0.164773103,Non-forest
Oenanthe_moesta,3.12,3120,3.494154594,1.72,30.2,1.480006943,3.407841924,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_moesta,Oenanthe moesta,moesta,8,,20.5527437,1.18104537,0.248361829,Non-forest
Oenanthe_monacha,4.39,4390,3.64246452,3.18,23,1.361727836,3.135494216,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_monacha,Oenanthe monacha,monacha,10,,16.94193806,1.621119967,1.970629349,Non-forest
Oenanthe_oenanthe,4.1,4100,3.612783857,1.89,24,1.380211242,3.17805383,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_oenanthe,Oenanthe oenanthe,oenanthe,4,,39.61554492,-0.660650243,0.723590235,Non-forest
Oenanthe_pleschanka,3.64,3640,3.561101384,1.7,18.2,1.260071388,2.901421594,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_pleschanka,Oenanthe pleschanka,pleschanka,8,,31.31495962,-0.112869633,-0.164773103,Non-forest
Oenanthe_xanthoprymna,4,4000,3.602059991,2.58,22.7,1.356025857,3.122364924,Muscicapidae,Old World flycatchers and chats,Passeriformes,Oenanthe_xanthoprymna,Oenanthe xanthoprymna,xanthoprymna,4,,28.07252458,-0.366266744,0.192667935,Non-forest
Phoenicurus_erythrogastrus,3.65,3650,3.562292864,0.43,25.2,1.401400541,3.226843995,Muscicapidae,Old World flycatchers and chats,Passeriformes,Phoenicurus_erythrogastrus,Phoenicurus erythrogastrus,erythrogastrus,9,,26.82272489,-0.563821129,1.230427838,Forest
Phoenicurus_moussieri,4.65,4650,3.667452953,2.92,14.9,1.173186268,2.701361213,Muscicapidae,Old World flycatchers and chats,Passeriformes,Phoenicurus_moussieri,Phoenicurus moussieri,moussieri,7,,29.06043431,-1.353900396,0.221106867,Non-forest
Phoenicurus_ochruros,4.02,4020,3.604226053,2.78,16.5,1.217483944,2.803360381,Muscicapidae,Old World flycatchers and chats,Passeriformes,Phoenicurus_ochruros,Phoenicurus ochruros,ochruros,8,,25.56522208,-0.112869633,-0.164773103,Non-forest
Phoenicurus_phoenicurus,4.41,4410,3.644438589,2.54,14.7,1.167317335,2.687847494,Muscicapidae,Old World flycatchers and chats,Passeriformes,Phoenicurus_phoenicurus,Phoenicurus phoenicurus,phoenicurus,7,,27.65152154,-1.325789982,0.794123813,Non-forest
Saxicola_rubetra,4.15,4150,3.618048097,2.32,16.6,1.220108088,2.809402695,Muscicapidae,Old World flycatchers and chats,Passeriformes,Saxicola_rubetra,Saxicola rubetra,rubetra,4,,37.95010528,-1.42659656,0.447354494,Non-forest
Saxicola_torquatus,4.84,4840,3.684845362,2.7,15.4,1.187520721,2.734367509,Muscicapidae,Old World flycatchers and chats,Passeriformes,Saxicola_torquatus,Saxicola torquatus,torquatus,8,,-34.83982779,-0.913131635,0.585276965,Non-forest
Callipepla_californica,1.8,1800,3.255272505,0.43,186,2.269512944,5.225746674,Odontophoridae,New World quail,Galliformes,Callipepla_californica,Callipepla californica,californica,7,,22.86713208,1.477458488,0.123986191,Non-forest
Callipepla_gambelii,1.72,1720,3.235528447,0.6,170,2.230448921,5.135798437,Odontophoridae,New World quail,Galliformes,Callipepla_gambelii,Callipepla gambelii,gambelii,5,,24.57925204,2.118304959,-0.355709446,Non-forest
Callipepla_squamata,1.89,1890,3.276461804,0.25,191,2.281033367,5.252273428,Odontophoridae,New World quail,Galliformes,Callipepla_squamata,Callipepla squamata,squamata,0,,20.66445574,1.635544873,-0.275235156,Non-forest
Oriolus_oriolus,1.87,1870,3.271841607,,79,1.897627091,4.369447852,Oriolidae,Old World oriole,Passeriformes,Oriolus_oriolus,Oriolus oriolus,oriolus,9,,20.53763761,1.383725833,0.340258563,Forest
Pachycephala_inornata,2.07,2070,3.315970345,1.09,30.8,1.488550717,3.42751469,Pachycephalidae,"Whistlers, shrikethrushes and pitohuis",Passeriformes,Pachycephala_inornata,Pachycephala inornata,inornata,4,,-38.41944301,1.228539998,-2.236695875,Non-forest
Pachycephala_lanioides,2.55,2550,3.40654018,1.36,36.6,1.563481085,3.60004824,Pachycephalidae,"Whistlers, shrikethrushes and pitohuis",Passeriformes,Pachycephala_lanioides,Pachycephala lanioides,lanioides,10,,-23.37525745,-0.112869633,-0.164773103,Forest
Pachycephala_melanura,2.69,2690,3.42975228,1.43,23.8,1.376576957,3.169685581,Pachycephalidae,"Whistlers, shrikethrushes and pitohuis",Passeriformes,Pachycephala_melanura,Pachycephala melanura,melanura,10,,-23.29492006,-0.125266059,-0.413976568,Forest
Pachycephala_rufiventris,3.08,3080,3.488550717,1.7,22.6,1.354108439,3.117949906,Pachycephalidae,"Whistlers, shrikethrushes and pitohuis",Passeriformes,Pachycephala_rufiventris,Pachycephala rufiventris,rufiventris,7,,-39.48350998,1.631391798,1.067950458,Non-forest
Pachycephala_rufogularis,1.85,1850,3.267171728,1.12,36.6,1.563481085,3.60004824,Pachycephalidae,"Whistlers, shrikethrushes and pitohuis",Passeriformes,Pachycephala_rufogularis,Pachycephala rufogularis,rufogularis,1,,-36.1514,-0.143196332,-0.1173621,Non-forest
Pachycephala_simplex,2.79,2790,3.445604203,1.74,17.4,1.240549248,2.856470206,Pachycephalidae,"Whistlers, shrikethrushes and pitohuis",Passeriformes,Pachycephala_simplex,Pachycephala simplex,simplex,0,,-19.40944945,-0.112869633,-0.164773103,Forest
Baeolophus_bicolor,2.93,2930,3.46686762,2.24,21.6,1.334453751,3.072693315,Paridae,"Tits, chickadees and titmice",Passeriformes,Baeolophus_bicolor,Baeolophus bicolor,bicolor,0,13.7,25.83547211,0.339795824,-1.834061434,Forest
Baeolophus_inornatus,3.58,3580,3.553883027,2.03,16.5,1.217483944,2.803360381,Paridae,"Tits, chickadees and titmice",Passeriformes,Baeolophus_inornatus,Baeolophus inornatus,inornatus,0,11,30.10981049,-0.760911587,0.926285138,Forest
Baeolophus_ridgwayi,3.61738,3617.38,3.558394133,1.67932,17,1.230448921,2.833213344,Paridae,"Tits, chickadees and titmice",Passeriformes,Baeolophus_ridgwayi,Baeolophus ridgwayi,ridgwayi,0,,22.86713207,0.505486491,-2.312547945,Forest
Baeolophus_wollweberi,4.32,4320,3.635483747,1.85,10.4,1.017033339,2.341805806,Paridae,"Tits, chickadees and titmice",Passeriformes,Baeolophus_wollweberi,Baeolophus wollweberi,wollweberi,0,,16.14279847,-0.657672292,0.290398271,Forest
Parus_ater,4.19,4190,3.622214023,3.35,9.2,0.963787827,2.219203484,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_ater,Parus ater,ater,1,3,23.02434564,-0.035200515,1.09658461,Forest
Parus_atricapillus,3.59,3590,3.555094449,2.93,10.8,1.033423755,2.379546134,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_atricapillus,Parus atricapillus,atricapillus,1,,34.19530869,1.406899216,-2.160480909,Forest
Parus_caeruleus,4.7,4700,3.672097858,1.55,10.4,1.017033339,2.341805806,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_caeruleus,Parus caeruleus,caeruleus,1,3,27.63881869,-0.99431808,0.220205879,Forest
Parus_carolinensis,5.25,5250,3.720159303,2.71,10.1,1.004321374,2.312535424,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_carolinensis,Parus carolinensis,carolinensis,0,,27.67540001,1.577558347,0.763751334,Forest
Parus_cinctus,3.74,3740,3.572871602,1.89,11.4,1.056904851,2.433613355,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_cinctus,Parus cinctus,cinctus,0,,47.50274315,-0.094859005,0.342914735,Forest
Parus_cristatus,4.42,4420,3.645422269,,11.4,1.056904851,2.433613355,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_cristatus,Parus cristatus,cristatus,0,,36.00032469,-0.119221909,-0.475694952,Forest
Parus_cyanus,5.18,5180,3.71432976,2.52,13.8,1.139879086,2.624668592,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_cyanus,Parus cyanus,cyanus,1,,33.98438443,-0.970158999,-0.047191068,Non-forest
Parus_gambeli,3.42,3420,3.534026106,3.03,11.7,1.068185862,2.459588842,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_gambeli,Parus gambeli,gambeli,0,,30.64262009,-0.162091856,0.554304747,Forest
Parus_lugubris,4.18,4180,3.621176282,1.89,15.8,1.198657087,2.76000994,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_lugubris,Parus lugubris,lugubris,1,,28.43871236,-0.669634461,0.750315334,Forest
Parus_major,4,4000,3.602059991,1.6,18.9,1.276461804,2.939161922,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_major,Parus major,major,1,4.5,-10.60979868,-1.085712718,0.749283399,Forest
Parus_montanus,5.04,5040,3.702430536,3.01,11.1,1.045322979,2.406945108,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_montanus,Parus montanus,montanus,0,1,26.49637211,-0.112869633,-0.164773103,Forest
Parus_palustris,4.89,4890,3.689308859,3.28,11.2,1.049218023,2.415913778,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_palustris,Parus palustris,palustris,0,4,31.72312904,-0.403233251,1.767060067,Forest
Parus_sclateri,4.24,4240,3.627365857,2.52,10.1,1.004321374,2.312535424,Paridae,"Tits, chickadees and titmice",Passeriformes,Parus_sclateri,Parus sclateri,sclateri,0,,16.64665579,-0.124864927,-0.530854687,Forest
Dendroica_caerulescens,5.29,5290,3.723455672,3.64,10.5,1.021189299,2.351375257,Parulidae,New World warblers,Passeriformes,Dendroica_caerulescens,Dendroica caerulescens,caerulescens,9,,33.82308197,0.072225489,0.200282798,Forest
Dendroica_castanea,7.33,7330,3.865103975,6.2,11.8,1.071882007,2.468099531,Parulidae,New World warblers,Passeriformes,Dendroica_castanea,Dendroica castanea,castanea,4,2,43.14829254,-0.112869633,-0.164773103,Forest
Dendroica_cerulea,4.7,4700,3.672097858,3.75,9.3,0.968482949,2.2300144,Parulidae,New World warblers,Passeriformes,Dendroica_cerulea,Dendroica cerulea,cerulea,10,,32.86433,1.590433133,0.603637732,Forest
Dendroica_chrysoparia,5.19,5190,3.715167358,3.41,9.9,0.995635195,2.292534757,Parulidae,New World warblers,Passeriformes,Dendroica_chrysoparia,Dendroica chrysoparia,chrysoparia,4,,29.63481,1.518985956,0.879680014,Forest
Dendroica_coronata,4.51,4510,3.654176542,3.27,12.3,1.089905111,2.509599262,Parulidae,New World warblers,Passeriformes,Dendroica_coronata,Dendroica coronata,coronata,4,2,24.58815283,1.793409428,0.097059664,Forest
Dendroica_discolor,5.22,5220,3.717670503,4.13,8,0.903089987,2.079441542,Parulidae,New World warblers,Passeriformes,Dendroica_discolor,Dendroica discolor,discolor,2,,24.52725373,1.289661042,-0.587055209,Non-forest
Dendroica_dominica,5.31,5310,3.725094521,3.7,9.9,0.995635195,2.292534757,Parulidae,New World warblers,Passeriformes,Dendroica_dominica,Dendroica dominica,dominica,1,,16.06936672,1.43088564,1.513642655,Forest
Dendroica_fusca,7.02,7020,3.846337112,4.87,10,1,2.302585093,Parulidae,New World warblers,Passeriformes,Dendroica_fusca,Dendroica fusca,fusca,5,2,34.72105026,-0.112869633,-0.164773103,Forest
